class,precision,recall,f1,support
Apple_scab,0.968421052631579,0.9787234042553191,0.9735449735449735,94
Bacterial_spot,0.9900124843945068,0.97539975399754,0.9826517967781908,813
Black_rot,1.0,0.9703703703703703,0.9849624060150376,270
Cedar_apple_rust,1.0,1.0,1.0,41
Cercospora_leaf_spot Gray_leaf_spot,0.9577464788732394,0.8831168831168831,0.918918918918919,77
Common_rust_,0.9944444444444445,1.0,0.9972144846796658,179
Early_blight,0.9530201342281879,0.9466666666666667,0.9498327759197325,300
Esca_(Black_Measles),1.0,0.9951690821256038,0.9975786924939467,207
Late_blight,0.9727891156462585,0.9839449541284404,0.9783352337514253,436
Leaf_Mold,0.9727891156462585,1.0,0.9862068965517241,143
Leaf_blight_(Isariopsis_Leaf_Spot),1.0,1.0,1.0,162
Leaf_scorch,1.0,1.0,1.0,167
Northern_Leaf_Blight,0.9411764705882353,0.972972972972973,0.9568106312292359,148
Powdery_mildew,0.9936708860759493,0.9936708860759493,0.9936708860759493,158
Septoria_leaf_spot,0.9699248120300752,0.9735849056603774,0.9717514124293786,265
Spider_mites Two-spotted_spider_mite,0.9618320610687023,1.0,0.980544747081712,252
Target_Spot,0.958139534883721,0.9809523809523809,0.9694117647058823,210
Tomato_Yellow_Leaf_Curl_Virus,0.9913366336633663,0.996268656716418,0.9937965260545906,804
Tomato_mosaic_virus,1.0,1.0,1.0,56
healthy,0.9975206611570248,0.9917830731306492,0.9946435929130614,1217
