class,precision,recall,f1,support
Bacterial_spot,0.9927272727272727,0.8557993730407524,0.9191919191919192,319
Early_blight,0.9724770642201835,0.7066666666666667,0.8185328185328186,150
Late_blight,0.9615384615384616,0.9615384615384616,0.9615384615384616,286
Leaf_Mold,0.9178082191780822,0.9370629370629371,0.9273356401384083,143
Septoria_leaf_spot,0.9315589353612167,0.9245283018867925,0.928030303030303,265
Spider_mites Two-spotted_spider_mite,0.9467213114754098,0.9166666666666666,0.9314516129032258,252
Target_Spot,0.8237885462555066,0.8904761904761904,0.8558352402745996,210
Tomato_Yellow_Leaf_Curl_Virus,0.9536266349583828,0.9975124378109452,0.9750759878419453,804
Tomato_mosaic_virus,0.8115942028985508,1.0,0.896,56
healthy,0.8901515151515151,0.9832635983263598,0.9343936381709742,239
