class,framework,seed,f1
Corn_(maize)__Northern_Leaf_Blight,film,492,0.8598666952465526
Corn_(maize)__healthy,one_stage,0,1.0
Corn_(maize)__healthy,one_stage,1,1.0
Corn_(maize)__healthy,one_stage,42,1.0
Corn_(maize)__healthy,one_stage,123,1.0
Corn_(maize)__healthy,one_stage,492,0.997134670487106
Corn_(maize)__healthy,two_stage,0,0.9971181556195964
Corn_(maize)__healthy,two_stage,1,0.9942196531791908
Corn_(maize)__healthy,two_stage,42,0.9942196531791908
Corn_(maize)__healthy,two_stage,123,0.9942196531791908
Corn_(maize)__healthy,two_stage,492,0.9971181556195964
Corn_(maize)__healthy,attention,0,0.9903228127527094
Corn_(maize)__healthy,attention,1,0.9949414463874493
Corn_(maize)__healthy,attention,42,0.9941894794492414
Corn_(maize)__healthy,attention,123,0.9923344152370082
Corn_(maize)__healthy,attention,492,0.9936690166157174
Corn_(maize)__healthy,gating,0,0.9883158245406456
Corn_(maize)__healthy,gating,1,0.9946095074131305
Corn_(maize)__healthy,gating,42,0.9920848286832774
Corn_(maize)__healthy,gating,123,0.9924653511066446
Corn_(maize)__healthy,gating,492,0.9929197738612191
Corn_(maize)__healthy,ffs,0,0.9591014075197964
Corn_(maize)__healthy,ffs,1,0.9594044730367105
Corn_(maize)__healthy,ffs,42,0.9578962299106109
Corn_(maize)__healthy,ffs,123,0.957843169488739
Corn_(maize)__healthy,ffs,492,0.9560587386657425
Corn_(maize)__healthy,ffc,0,0.9643007139857204
Corn_(maize)__healthy,ffc,1,0.9442597690593421
Corn_(maize)__healthy,ffc,42,0.9639757039025715
Corn_(maize)__healthy,ffc,123,0.9541287103076525
Corn_(maize)__healthy,ffc,492,0.9503607353628983
Corn_(maize)__healthy,film,0,0.9439355251958902
Corn_(maize)__healthy,film,1,0.9499004618189748
Corn_(maize)__healthy,film,42,0.9595385235003964
Corn_(maize)__healthy,film,123,0.9603044956158205
Corn_(maize)__healthy,film,492,0.9614210074080954
Grape__Black_rot,one_stage,0,0.99438202247191
Grape__Black_rot,one_stage,1,0.9915014164305948
Grape__Black_rot,one_stage,42,0.9709302325581396
Grape__Black_rot,one_stage,123,0.9914529914529916
