disease,framework,seed,f1
Spider_mites Two-spotted_spider_mite,ffs,492,0.9245647969052224
Spider_mites Two-spotted_spider_mite,ffc,0,0.926070038910506
Spider_mites Two-spotted_spider_mite,ffc,1,0.9272030651340996
Spider_mites Two-spotted_spider_mite,ffc,42,0.9359223300970874
Spider_mites Two-spotted_spider_mite,ffc,123,0.926070038910506
Spider_mites Two-spotted_spider_mite,ffc,492,0.9142857142857144
Spider_mites Two-spotted_spider_mite,film,0,0.9317738791423
Spider_mites Two-spotted_spider_mite,film,1,0.92578125
Spider_mites Two-spotted_spider_mite,film,42,0.9239766081871345
Spider_mites Two-spotted_spider_mite,film,123,0.9266409266409268
Spider_mites Two-spotted_spider_mite,film,492,0.9281553398058252
Target_Spot,one_stage,0,0.8029556650246306
Target_Spot,one_stage,1,0.7907949790794979
Target_Spot,one_stage,42,0.7732696897374701
Target_Spot,one_stage,123,0.7607361963190185
Target_Spot,one_stage,492,0.7971698113207547
Target_Spot,two_stage,0,0.8372093023255814
Target_Spot,two_stage,1,0.8558352402745996
Target_Spot,two_stage,42,0.843956043956044
Target_Spot,two_stage,123,0.8325991189427313
Target_Spot,two_stage,492,0.8531468531468531
Target_Spot,attention,0,0.9671361502347418
Target_Spot,attention,1,0.9671361502347418
Target_Spot,attention,42,0.965034965034965
Target_Spot,attention,123,0.9622641509433962
Target_Spot,attention,492,0.9519450800915332
Target_Spot,gating,0,0.9696969696969696
Target_Spot,gating,1,0.9672897196261684
Target_Spot,gating,42,0.9583333333333334
Target_Spot,gating,123,0.958139534883721
Target_Spot,gating,492,0.9694117647058824
Target_Spot,ffs,0,0.7920792079207921
Target_Spot,ffs,1,0.8333333333333334
Target_Spot,ffs,42,0.819672131147541
Target_Spot,ffs,123,0.7943548387096774
Target_Spot,ffs,492,0.8298755186721992
Target_Spot,ffc,0,0.8294736842105264
Target_Spot,ffc,1,0.776
Target_Spot,ffc,42,0.8016032064128257
Target_Spot,ffc,123,0.8058455114822547
Target_Spot,ffc,492,0.7777777777777778
Target_Spot,film,0,0.7943548387096774
Target_Spot,film,1,0.8008130081300813
Target_Spot,film,42,0.7991803278688525
Target_Spot,film,123,0.8081632653061225
Target_Spot,film,492,0.8410041841004184
Tomato_Yellow_Leaf_Curl_Virus,one_stage,0,0.970392749244713
Tomato_Yellow_Leaf_Curl_Virus,one_stage,1,0.9755799755799756
Tomato_Yellow_Leaf_Curl_Virus,one_stage,42,0.9720873786407768
Tomato_Yellow_Leaf_Curl_Virus,one_stage,123,0.9754901960784312
Tomato_Yellow_Leaf_Curl_Virus,one_stage,492,0.9709443099273608
Tomato_Yellow_Leaf_Curl_Virus,two_stage,0,0.982843137254902
Tomato_Yellow_Leaf_Curl_Virus,two_stage,1,0.9750759878419452
Tomato_Yellow_Leaf_Curl_Virus,two_stage,42,0.9852216748768472
Tomato_Yellow_Leaf_Curl_Virus,two_stage,123,0.9834254143646408
Tomato_Yellow_Leaf_Curl_Virus,two_stage,492,0.981039755351682
Tomato_Yellow_Leaf_Curl_Virus,attention,0,0.9956548727498448
Tomato_Yellow_Leaf_Curl_Virus,attention,1,0.995049504950495
Tomato_Yellow_Leaf_Curl_Virus,attention,42,0.996273291925466
Tomato_Yellow_Leaf_Curl_Virus,attention,123,0.9907578558225508
Tomato_Yellow_Leaf_Curl_Virus,attention,492,0.9907578558225508
Tomato_Yellow_Leaf_Curl_Virus,gating,0,0.9956602603843768
Tomato_Yellow_Leaf_Curl_Virus,gating,1,0.9962779156327544
Tomato_Yellow_Leaf_Curl_Virus,gating,42,0.9907578558225508
Tomato_Yellow_Leaf_Curl_Virus,gating,123,0.996273291925466
Tomato_Yellow_Leaf_Curl_Virus,gating,492,0.9937965260545906
Tomato_Yellow_Leaf_Curl_Virus,ffs,0,0.9876237623762376
Tomato_Yellow_Leaf_Curl_Virus,ffs,1,0.9804169298799748
Tomato_Yellow_Leaf_Curl_Virus,ffs,42,0.980319803198032
Tomato_Yellow_Leaf_Curl_Virus,ffs,123,0.9839307787391842
Tomato_Yellow_Leaf_Curl_Virus,ffs,492,0.9858112276372608
Tomato_Yellow_Leaf_Curl_Virus,ffc,0,0.9849435382685068
Tomato_Yellow_Leaf_Curl_Virus,ffc,1,0.980466288594833
Tomato_Yellow_Leaf_Curl_Virus,ffc,42,0.9791666666666666
Tomato_Yellow_Leaf_Curl_Virus,ffc,123,0.9849624060150376
Tomato_Yellow_Leaf_Curl_Virus,ffc,492,0.9777777777777776
Tomato_Yellow_Leaf_Curl_Virus,film,0,0.9690721649484536
Tomato_Yellow_Leaf_Curl_Virus,film,1,0.967391304347826
Tomato_Yellow_Leaf_Curl_Virus,film,42,0.9701765063907486
Tomato_Yellow_Leaf_Curl_Virus,film,123,0.979767014101778
Tomato_Yellow_Leaf_Curl_Virus,film,492,0.9785144260282382
Tomato_mosaic_virus,one_stage,0,0.7619047619047619
Tomato_mosaic_virus,one_stage,1,0.8484848484848485
Tomato_mosaic_virus,one_stage,42,0.7887323943661971
Tomato_mosaic_virus,one_stage,123,0.7887323943661971
Tomato_mosaic_virus,one_stage,492,0.8057553956834532
Tomato_mosaic_virus,two_stage,0,0.8615384615384616
Tomato_mosaic_virus,two_stage,1,0.896
Tomato_mosaic_virus,two_stage,42,0.8484848484848485
Tomato_mosaic_virus,two_stage,123,0.8
Tomato_mosaic_virus,two_stage,492,0.8057553956834532
Tomato_mosaic_virus,attention,0,1.0
Tomato_mosaic_virus,attention,1,1.0
Tomato_mosaic_virus,attention,42,1.0
Tomato_mosaic_virus,attention,123,1.0
Tomato_mosaic_virus,attention,492,1.0
Tomato_mosaic_virus,gating,0,1.0
Tomato_mosaic_virus,gating,1,1.0
Tomato_mosaic_virus,gating,42,1.0
Tomato_mosaic_virus,gating,123,1.0
Tomato_mosaic_virus,gating,492,1.0
Tomato_mosaic_virus,ffs,0,0.9310344827586208
Tomato_mosaic_virus,ffs,1,0.8852459016393442
Tomato_mosaic_virus,ffs,42,0.8943089430894309
Tomato_mosaic_virus,ffs,123,0.9
Tomato_mosaic_virus,ffs,492,0.9230769230769232
Tomato_mosaic_virus,ffc,0,0.9090909090909092
Tomato_mosaic_virus,ffc,1,0.9166666666666666
Tomato_mosaic_virus,ffc,42,0.9152542372881356
Tomato_mosaic_virus,ffc,123,0.9565217391304348
Tomato_mosaic_virus,ffc,492,0.9016393442622952
Tomato_mosaic_virus,film,0,0.8372093023255814
Tomato_mosaic_virus,film,1,0.9256198347107438
Tomato_mosaic_virus,film,42,0.88
Tomato_mosaic_virus,film,123,0.9152542372881356
Tomato_mosaic_virus,film,492,0.907563025210084
healthy,one_stage,0,0.9684591574533487
healthy,one_stage,1,0.9677814797879548
healthy,one_stage,42,0.9585347728674447
healthy,one_stage,123,0.957709768842988
healthy,one_stage,492,0.9653554799830649
healthy,two_stage,0,0.9786109328537795
healthy,two_stage,1,0.973219431209305
healthy,two_stage,42,0.9786914965540812
healthy,two_stage,123,0.978225621854039
healthy,two_stage,492,0.9741097672167525
healthy,attention,0,0.9946435929130614
healthy,attention,1,0.9975369458128078
healthy,attention,42,0.995049504950495
healthy,attention,123,0.9975389663658736
healthy,attention,492,0.9971252566735112
healthy,gating,0,0.9908940397350994
healthy,gating,1,0.9954713874022232
healthy,gating,42,0.9938042131350682
healthy,gating,123,0.9950454170107348
healthy,gating,492,0.9946435929130614
healthy,ffs,0,0.9599325179249262
healthy,ffs,1,0.9602344077019672
healthy,ffs,42,0.9612338474364318
healthy,ffs,123,0.960337552742616
healthy,ffs,492,0.9619087484303056
healthy,ffc,0,0.9643007139857204
healthy,ffc,1,0.955937893411666
healthy,ffc,42,0.9681742043551088
healthy,ffc,123,0.95578231292517
healthy,ffc,492,0.9545071609098568
healthy,film,0,0.9643449419568824
healthy,film,1,0.9507221750212403
healthy,film,42,0.9612015018773468
healthy,film,123,0.9611366485582952
healthy,film,492,0.9630872483221476
