class,precision,recall,f1,support
Apple__Apple_scab,0.989010989010989,0.9574468085106383,0.972972972972973,94
Apple__Black_rot,0.9565217391304348,0.946236559139785,0.9513513513513514,93
Apple__Cedar_apple_rust,1.0,0.926829268292683,0.9620253164556962,41
Apple__healthy,0.9911111111111112,0.9102040816326531,0.948936170212766,245
Cherry_(including_sour)__Powdery_mildew,1.0,0.9873417721518988,0.9936305732484076,158
Cherry_(including_sour)__healthy,0.9846153846153847,1.0,0.9922480620155039,128
Corn_(maize)__Cercospora_leaf_spot Gray_leaf_spot,0.890625,0.7402597402597403,0.8085106382978723,77
Corn_(maize)__Common_rust_,0.994413407821229,0.994413407821229,0.994413407821229,179
Corn_(maize)__Northern_Leaf_Blight,0.8695652173913043,0.9459459459459459,0.9061488673139159,148
Corn_(maize)__healthy,1.0,1.0,1.0,174
Grape__Black_rot,1.0,0.9830508474576272,0.9914529914529915,177
Grape__Esca_(Black_Measles),0.9903846153846154,0.9951690821256038,0.9927710843373494,207
Grape__Leaf_blight_(Isariopsis_Leaf_Spot),1.0,0.9938271604938271,0.9969040247678018,162
Grape__healthy,0.9846153846153847,1.0,0.9922480620155039,64
Peach__Bacterial_spot,0.9825072886297376,0.9768115942028985,0.9796511627906976,345
Peach__healthy,0.8181818181818182,1.0,0.9,54
"Pepper,_bell__Bacterial_spot",0.9859154929577465,0.9395973154362416,0.9621993127147767,149
"Pepper,_bell__healthy",0.9690265486725663,0.9864864864864865,0.9776785714285714,222
Potato__Early_blight,0.9673202614379085,0.9866666666666667,0.976897689768977,150
Potato__Late_blight,0.9555555555555556,0.86,0.9052631578947369,150
Potato__healthy,0.9545454545454546,0.9130434782608695,0.9333333333333333,23
Strawberry__Leaf_scorch,0.9940119760479041,0.9940119760479041,0.9940119760479041,167
Strawberry__healthy,0.9855072463768116,1.0,0.9927007299270073,68
Tomato__Bacterial_spot,0.9706959706959707,0.8307210031347962,0.8952702702702703,319
Tomato__Early_blight,0.9369369369369369,0.6933333333333334,0.7969348659003831,150
Tomato__Late_blight,0.9209621993127147,0.9370629370629371,0.92894280762565,286
Tomato__Leaf_Mold,0.9827586206896551,0.7972027972027972,0.8803088803088803,143
Tomato__Septoria_leaf_spot,0.9397590361445783,0.8830188679245283,0.9105058365758755,265
Tomato__Spider_mites Two-spotted_spider_mite,0.9388646288209607,0.8531746031746031,0.893970893970894,252
Tomato__Target_Spot,0.6666666666666666,0.8857142857142857,0.7607361963190185,210
Tomato__Tomato_Yellow_Leaf_Curl_Virus,0.961352657004831,0.9900497512437811,0.9754901960784313,804
Tomato__Tomato_mosaic_virus,0.6511627906976745,1.0,0.7887323943661971,56
Tomato__healthy,0.7972972972972973,0.9874476987447699,0.8822429906542056,239
