class,precision,recall,f1,support
Black_rot,0.9885714285714285,0.9774011299435028,0.9829545454545454,177
Esca_(Black_Measles),0.9809523809523809,0.9951690821256038,0.988009592326139,207
Leaf_blight_(Isariopsis_Leaf_Spot),0.9938650306748467,1.0,0.9969230769230769,162
healthy,1.0,0.96875,0.9841269841269841,64
