class,precision,recall,f1,support
Apple_scab,0.9029126213592233,0.9893617021276596,0.9441624365482234,94
Black_rot,0.9484536082474226,0.989247311827957,0.968421052631579,93
Cedar_apple_rust,1.0,1.0,1.0,41
healthy,1.0,0.9469387755102041,0.9727463312368972,245
