class,precision,recall,f1,support
Apple_scab,0.9876543209876543,0.851063829787234,0.9142857142857143,94
Bacterial_spot,0.983225806451613,0.9372693726937269,0.9596977329974811,813
Black_rot,0.9711191335740073,0.9962962962962963,0.9835466179159049,270
Cedar_apple_rust,1.0,0.926829268292683,0.9620253164556962,41
Cercospora_leaf_spot Gray_leaf_spot,0.8831168831168831,0.8831168831168831,0.8831168831168831,77
Common_rust_,1.0,0.994413407821229,0.9971988795518207,179
Early_blight,0.9727626459143969,0.8333333333333334,0.8976660682226212,300
Esca_(Black_Measles),1.0,0.9951690821256038,0.9975786924939467,207
Late_blight,0.9742388758782201,0.9541284403669725,0.9640787949015064,436
Leaf_Mold,0.9765625,0.8741258741258742,0.922509225092251,143
Leaf_blight_(Isariopsis_Leaf_Spot),1.0,0.9938271604938271,0.9969040247678018,162
Leaf_scorch,0.9823529411764705,1.0,0.9910979228486647,167
Northern_Leaf_Blight,0.9328859060402684,0.9391891891891891,0.936026936026936,148
Powdery_mildew,0.9935064935064936,0.9683544303797469,0.9807692307692307,158
Septoria_leaf_spot,0.9056603773584906,0.9056603773584906,0.9056603773584906,265
Spider_mites Two-spotted_spider_mite,0.9411764705882353,0.8888888888888888,0.9142857142857143,252
Target_Spot,0.8316326530612245,0.7761904761904762,0.8029556650246306,210
Tomato_Yellow_Leaf_Curl_Virus,0.9435957696827262,0.9987562189054726,0.970392749244713,804
Tomato_mosaic_virus,0.6153846153846154,1.0,0.7619047619047619,56
healthy,0.940625,0.9893179950698439,0.9643572286744093,1217
