class,precision,recall,f1,support
Apple_scab,0.9473684210526315,0.9574468085106383,0.9523809523809523,94
Bacterial_spot,0.9766536964980544,0.9261992619926199,0.9507575757575758,813
Black_rot,0.8622950819672132,0.9740740740740741,0.9147826086956522,270
Cedar_apple_rust,0.9523809523809523,0.975609756097561,0.963855421686747,41
Cercospora_leaf_spot Gray_leaf_spot,0.9166666666666666,0.8571428571428571,0.8859060402684564,77
Common_rust_,0.9781420765027322,1.0,0.988950276243094,179
Early_blight,0.8855218855218855,0.8766666666666667,0.88107202680067,300
Esca_(Black_Measles),0.9943502824858758,0.8502415458937198,0.9166666666666666,207
Late_blight,0.9312638580931264,0.963302752293578,0.9470124013528749,436
Leaf_Mold,0.9481481481481482,0.8951048951048951,0.920863309352518,143
Leaf_blight_(Isariopsis_Leaf_Spot),0.9937888198757764,0.9876543209876543,0.9907120743034056,162
Leaf_scorch,0.9766081871345029,1.0,0.9881656804733728,167
Northern_Leaf_Blight,0.9276315789473685,0.9527027027027027,0.94,148
Powdery_mildew,1.0,0.9873417721518988,0.9936305732484076,158
Septoria_leaf_spot,0.8636363636363636,0.9320754716981132,0.896551724137931,265
Spider_mites Two-spotted_spider_mite,0.9147286821705426,0.9365079365079365,0.9254901960784314,252
Target_Spot,0.7407407407407407,0.9523809523809523,0.8333333333333334,210
Tomato_Yellow_Leaf_Curl_Virus,0.9961489088575096,0.9651741293532339,0.9804169298799748,804
Tomato_mosaic_virus,0.8181818181818182,0.9642857142857143,0.8852459016393442,56
healthy,0.9786689419795221,0.942481511914544,0.9602344077019673,1217
