class,precision,recall,f1,support
Early_blight,0.9868421052631579,1.0,0.9933774834437086,150
Late_blight,0.9735099337748344,0.98,0.9767441860465116,150
healthy,0.95,0.8260869565217391,0.8837209302325582,23
