class,precision,recall,f1,support
Apple__Apple_scab,0.9456521739130435,0.925531914893617,0.9354838709677419,94
Apple__Black_rot,0.9574468085106383,0.967741935483871,0.9625668449197861,93
Apple__Cedar_apple_rust,0.975,0.9512195121951219,0.9629629629629629,41
Apple__healthy,0.995575221238938,0.9183673469387755,0.9554140127388535,245
Cherry_(including_sour)__Powdery_mildew,0.9933333333333333,0.9430379746835443,0.9675324675324676,158
Cherry_(including_sour)__healthy,1.0,1.0,1.0,128
Corn_(maize)__Cercospora_leaf_spot Gray_leaf_spot,0.9516129032258065,0.7662337662337663,0.8489208633093526,77
Corn_(maize)__Common_rust_,0.994413407821229,0.994413407821229,0.994413407821229,179
Corn_(maize)__Northern_Leaf_Blight,0.8727272727272727,0.972972972972973,0.9201277955271565,148
Corn_(maize)__healthy,1.0,1.0,1.0,174
Grape__Black_rot,0.9943181818181818,0.9887005649717514,0.9915014164305949,177
Grape__Esca_(Black_Measles),0.9951456310679612,0.9903381642512077,0.9927360774818402,207
Grape__Leaf_blight_(Isariopsis_Leaf_Spot),1.0,0.9938271604938271,0.9969040247678018,162
Grape__healthy,1.0,1.0,1.0,64
Peach__Bacterial_spot,0.9855072463768116,0.9855072463768116,0.9855072463768116,345
Peach__healthy,0.9310344827586207,1.0,0.9642857142857143,54
"Pepper,_bell__Bacterial_spot",0.9791666666666666,0.9463087248322147,0.962457337883959,149
"Pepper,_bell__healthy",0.9817351598173516,0.9684684684684685,0.9750566893424036,222
Potato__Early_blight,1.0,0.98,0.98989898989899,150
Potato__Late_blight,0.9781021897810219,0.8933333333333333,0.9337979094076655,150
Potato__healthy,0.9166666666666666,0.9565217391304348,0.9361702127659575,23
Strawberry__Leaf_scorch,0.9822485207100592,0.9940119760479041,0.9880952380952381,167
Strawberry__healthy,0.9855072463768116,1.0,0.9927007299270073,68
Tomato__Bacterial_spot,0.9893238434163701,0.8714733542319749,0.9266666666666666,319
Tomato__Early_blight,0.8925619834710744,0.72,0.7970479704797048,150
Tomato__Late_blight,0.9520295202952029,0.9020979020979021,0.926391382405745,286
Tomato__Leaf_Mold,0.9606299212598425,0.8531468531468531,0.9037037037037037,143
Tomato__Septoria_leaf_spot,0.9153846153846154,0.8981132075471698,0.9066666666666666,265
Tomato__Spider_mites Two-spotted_spider_mite,0.9487179487179487,0.8809523809523809,0.9135802469135802,252
Tomato__Target_Spot,0.7052238805970149,0.9,0.7907949790794979,210
Tomato__Tomato_Yellow_Leaf_Curl_Virus,0.9580335731414868,0.9937810945273632,0.9755799755799756,804
Tomato__Tomato_mosaic_virus,0.7368421052631579,1.0,0.8484848484848485,56
Tomato__healthy,0.7986577181208053,0.99581589958159,0.8864059590316573,239
