class,precision,recall,f1,support
Apple_scab,0.9574468085106383,0.9574468085106383,0.9574468085106383,94
Bacterial_spot,0.9957142857142857,0.8573185731857319,0.9213483146067416,813
Black_rot,0.9106529209621993,0.9814814814814815,0.9447415329768271,270
Cedar_apple_rust,0.9302325581395349,0.975609756097561,0.9523809523809523,41
Cercospora_leaf_spot Gray_leaf_spot,0.8873239436619719,0.8181818181818182,0.8513513513513513,77
Common_rust_,1.0,1.0,1.0,179
Early_blight,0.9418181818181818,0.8633333333333333,0.9008695652173913,300
Esca_(Black_Measles),0.9895287958115183,0.9130434782608695,0.949748743718593,207
Late_blight,0.9293598233995585,0.9655963302752294,0.9471316085489314,436
Leaf_Mold,0.9477611940298507,0.8881118881118881,0.9169675090252708,143
Leaf_blight_(Isariopsis_Leaf_Spot),0.9938650306748467,1.0,0.9969230769230769,162
Leaf_scorch,0.9880952380952381,0.9940119760479041,0.991044776119403,167
Northern_Leaf_Blight,0.8819875776397516,0.9594594594594594,0.919093851132686,148
Powdery_mildew,0.9935064935064936,0.9683544303797469,0.9807692307692307,158
Septoria_leaf_spot,0.8508474576271187,0.9471698113207547,0.8964285714285715,265
Spider_mites Two-spotted_spider_mite,0.9080459770114943,0.9404761904761905,0.9239766081871345,252
Target_Spot,0.7014388489208633,0.9285714285714286,0.7991803278688525,210
Tomato_Yellow_Leaf_Curl_Virus,0.9499404052443385,0.9912935323383084,0.9701765063907486,804
Tomato_mosaic_virus,0.7971014492753623,0.9821428571428571,0.88,56
healthy,0.976271186440678,0.9465899753492194,0.9612015018773467,1217
