class,precision,recall,f1,support
Apple__Apple_scab,0.9761904761904762,0.8723404255319149,0.9213483146067416,94
Apple__Black_rot,0.9574468085106383,0.967741935483871,0.9625668449197861,93
Apple__Cedar_apple_rust,0.975609756097561,0.975609756097561,0.975609756097561,41
Apple__healthy,0.9955357142857143,0.9102040816326531,0.9509594882729211,245
Cherry_(including_sour)__Powdery_mildew,0.9935483870967742,0.9746835443037974,0.9840255591054313,158
Cherry_(including_sour)__healthy,1.0,0.984375,0.9921259842519685,128
Corn_(maize)__Cercospora_leaf_spot Gray_leaf_spot,0.8607594936708861,0.8831168831168831,0.8717948717948718,77
Corn_(maize)__Common_rust_,0.988950276243094,1.0,0.9944444444444445,179
Corn_(maize)__Northern_Leaf_Blight,0.9440559440559441,0.9121621621621622,0.9278350515463918,148
Corn_(maize)__healthy,0.9942857142857143,1.0,0.997134670487106,174
Grape__Black_rot,1.0,0.9774011299435028,0.9885714285714285,177
Grape__Esca_(Black_Measles),0.981042654028436,1.0,0.9904306220095693,207
Grape__Leaf_blight_(Isariopsis_Leaf_Spot),1.0,0.9938271604938271,0.9969040247678018,162
Grape__healthy,1.0,1.0,1.0,64
Peach__Bacterial_spot,0.9550561797752809,0.9855072463768116,0.9700427960057061,345
Peach__healthy,0.9,1.0,0.9473684210526315,54
"Pepper,_bell__Bacterial_spot",0.9733333333333334,0.9798657718120806,0.9765886287625418,149
"Pepper,_bell__healthy",0.9778761061946902,0.9954954954954955,0.9866071428571429,222
Potato__Early_blight,0.9671052631578947,0.98,0.9735099337748344,150
Potato__Late_blight,0.965034965034965,0.92,0.9419795221843004,150
Potato__healthy,1.0,0.9130434782608695,0.9545454545454546,23
Strawberry__Leaf_scorch,0.9881656804733728,1.0,0.9940476190476191,167
Strawberry__healthy,0.9577464788732394,1.0,0.9784172661870504,68
Tomato__Bacterial_spot,0.9785714285714285,0.8589341692789969,0.9148580968280468,319
Tomato__Early_blight,0.954954954954955,0.7066666666666667,0.8122605363984674,150
Tomato__Late_blight,0.966789667896679,0.916083916083916,0.940754039497307,286
Tomato__Leaf_Mold,0.927536231884058,0.8951048951048951,0.9110320284697508,143
Tomato__Septoria_leaf_spot,0.9384615384615385,0.9207547169811321,0.9295238095238095,265
Tomato__Spider_mites Two-spotted_spider_mite,0.9364406779661016,0.876984126984127,0.9057377049180327,252
Tomato__Target_Spot,0.7897196261682243,0.8047619047619048,0.7971698113207547,210
Tomato__Tomato_Yellow_Leaf_Curl_Virus,0.9457547169811321,0.9975124378109452,0.9709443099273608,804
Tomato__Tomato_mosaic_virus,0.6746987951807228,1.0,0.8057553956834532,56
Tomato__healthy,0.7926421404682275,0.9916317991631799,0.8810408921933085,239
