class,precision,recall,f1,support
Bacterial_spot,0.9859649122807017,0.8808777429467085,0.9304635761589404,319
Early_blight,0.9435483870967742,0.78,0.8540145985401459,150
Late_blight,0.9744525547445255,0.9335664335664335,0.9535714285714286,286
Leaf_Mold,0.9705882352941176,0.9230769230769231,0.946236559139785,143
Septoria_leaf_spot,0.9465648854961832,0.9358490566037736,0.9411764705882353,265
Spider_mites Two-spotted_spider_mite,0.9696969696969697,0.8888888888888888,0.927536231884058,252
Target_Spot,0.752851711026616,0.9428571428571428,0.8372093023255814,210
Tomato_Yellow_Leaf_Curl_Virus,0.9685990338164251,0.9975124378109452,0.9828431372549019,804
Tomato_mosaic_virus,0.7567567567567568,1.0,0.8615384615384616,56
healthy,0.9352226720647774,0.9665271966527197,0.9506172839506173,239
