class,precision,recall,f1,support
Bacterial_spot,0.9928825622775801,0.8746081504702194,0.93,319
Early_blight,0.9716981132075472,0.6866666666666666,0.8046875,150
Late_blight,0.9574468085106383,0.9440559440559441,0.9507042253521126,286
Leaf_Mold,0.948905109489051,0.9090909090909091,0.9285714285714286,143
Septoria_leaf_spot,0.924812030075188,0.9283018867924528,0.9265536723163842,265
Spider_mites Two-spotted_spider_mite,0.9087301587301587,0.9087301587301587,0.9087301587301587,252
Target_Spot,0.7745901639344263,0.9,0.8325991189427313,210
Tomato_Yellow_Leaf_Curl_Virus,0.9709090909090909,0.996268656716418,0.9834254143646409,804
Tomato_mosaic_virus,0.6666666666666666,1.0,0.8,56
healthy,0.9392712550607287,0.9707112970711297,0.9547325102880658,239
