class,precision,recall,f1,support
Apple_scab,0.989010989010989,0.9574468085106383,0.972972972972973,94
Bacterial_spot,0.9815059445178336,0.9138991389913899,0.9464968152866242,813
Black_rot,0.9233449477351916,0.9814814814814815,0.9515260323159784,270
Cedar_apple_rust,0.851063829787234,0.975609756097561,0.9090909090909091,41
Cercospora_leaf_spot Gray_leaf_spot,0.88,0.8571428571428571,0.868421052631579,77
Common_rust_,1.0,0.994413407821229,0.9971988795518207,179
Early_blight,0.9434628975265018,0.89,0.9159519725557461,300
Esca_(Black_Measles),0.9895287958115183,0.9130434782608695,0.949748743718593,207
Late_blight,0.9096774193548387,0.9701834862385321,0.9389567147613762,436
Leaf_Mold,0.9361702127659575,0.9230769230769231,0.9295774647887324,143
Leaf_blight_(Isariopsis_Leaf_Spot),0.9938271604938271,0.9938271604938271,0.9938271604938271,162
Leaf_scorch,0.9940119760479041,0.9940119760479041,0.9940119760479041,167
Northern_Leaf_Blight,0.8827160493827161,0.9662162162162162,0.9225806451612903,148
Powdery_mildew,0.9874213836477987,0.9936708860759493,0.9905362776025236,158
Septoria_leaf_spot,0.8611111111111112,0.9358490566037736,0.8969258589511754,265
Spider_mites Two-spotted_spider_mite,0.9083969465648855,0.9444444444444444,0.9260700389105059,252
Target_Spot,0.7433962264150943,0.9380952380952381,0.8294736842105264,210
Tomato_Yellow_Leaf_Curl_Virus,0.9936708860759493,0.9763681592039801,0.9849435382685069,804
Tomato_mosaic_virus,0.8461538461538461,0.9821428571428571,0.9090909090909091,56
healthy,0.9862542955326461,0.9433032046014791,0.9643007139857203,1217
