class,precision,recall,f1,support
Cercospora_leaf_spot Gray_leaf_spot,0.8780487804878049,0.935064935064935,0.9056603773584906,77
Common_rust_,0.9943820224719101,0.9888268156424581,0.9915966386554622,179
Northern_Leaf_Blight,0.9517241379310345,0.9324324324324325,0.9419795221843004,148
healthy,1.0,0.9942528735632183,0.9971181556195965,174
