class,precision,recall,f1,support
Apple_scab,0.9777777777777777,0.9361702127659575,0.9565217391304348,94
Bacterial_spot,0.9889958734525447,0.8843788437884379,0.9337662337662338,813
Black_rot,0.9328621908127208,0.9777777777777777,0.9547920433996383,270
Cedar_apple_rust,0.975,0.9512195121951219,0.9629629629629629,41
Cercospora_leaf_spot Gray_leaf_spot,0.8701298701298701,0.8701298701298701,0.8701298701298701,77
Common_rust_,1.0,0.994413407821229,0.9971988795518207,179
Early_blight,0.9397163120567376,0.8833333333333333,0.9106529209621993,300
Esca_(Black_Measles),0.9752475247524752,0.9516908212560387,0.9633251833740831,207
Late_blight,0.9633867276887872,0.9655963302752294,0.9644902634593356,436
Leaf_Mold,0.9618320610687023,0.8811188811188811,0.9197080291970803,143
Leaf_blight_(Isariopsis_Leaf_Spot),0.9877300613496932,0.9938271604938271,0.9907692307692307,162
Leaf_scorch,1.0,0.9940119760479041,0.996996996996997,167
Northern_Leaf_Blight,0.9032258064516129,0.9459459459459459,0.9240924092409241,148
Powdery_mildew,1.0,0.9936708860759493,0.9968253968253968,158
Septoria_leaf_spot,0.8557046979865772,0.9622641509433962,0.9058614564831261,265
Spider_mites Two-spotted_spider_mite,0.9163498098859315,0.9563492063492064,0.9359223300970874,252
Target_Spot,0.6920415224913494,0.9523809523809523,0.8016032064128257,210
Tomato_Yellow_Leaf_Curl_Virus,0.964975845410628,0.9937810945273632,0.9791666666666666,804
Tomato_mosaic_virus,0.8709677419354839,0.9642857142857143,0.9152542372881356,56
healthy,0.9871904355251921,0.9498767460969597,0.9681742043551089,1217
